+ /home/gowrav/Development/qllm2/.venv/bin/python -m v12.train --preset v12_grammar_dyn --stage pretrain --dataset pretrain_mix --pretrain_sources dclm,fineweb --pretrain_weights 70,30 --blend_warmup_tokens 300000000 --head_gate --write_phase_address --stage_loss ce --batch_size 2 --seq_len 1024 --lr 1e-4 --weight_decay 0.01 --token_budget 200000000 --checkpoint_dir checkpoints_v12_curriculum/base --save_every_steps 5000
[Discord] Webhook configured -- notifications enabled
Token indices sequence length is longer than the specified maximum sequence length for this model (2518 > 1024). Running this sequence through the model will result in indexing errors
Token indices sequence length is longer than the specified maximum sequence length for this model (248461 > 1024). Running this sequence through the model will result in indexing errors
Wall clock start: 2026-07-17 19:03:49
============================================================
  V12: PAM with new memory dynamics
  Preset: v12_grammar_dyn | Stage: pretrain | Dataset: pretrain_mix
============================================================

Stage loss: ce — Next-token cross-entropy (trainer default).

Config: {'vocab_size': 50261, 'dim': 384, 'n_heads': 16, 'head_dim': 64, 'n_layers': 4, 'expand': 3, 'dropout': 0.1, 'max_seq_len': 1024, 'use_learned_pos': False, 'use_rope': True, 'use_gsp': True, 'fused_qkv': True, 'qk_norm': False, 'tie_weights': True, 'gradient_checkpointing': True, 'activation': 'swish', 'chunk_size': 256, 'decay_mode': 'head', 'write_mode': 'additive', 'n_states': 3, 'delta_chunk': 64, 'state_dt_spread': 2.0, 'base_dt_bias': -4.0, 'gate_content_aware': True, 'protect_gate_bias': -3.0, 'routing_content_aware': False, 'state_compete': False, 'phase_init': 'zero', 'route_balance_lambda': 0.0, 'aux_loss_weight': 1.0, 'fused_e3': True, 'recompute_pam_chunks': False, 'gamma_floor': 0.0, 'gate_surprisal_lambda': 0.0, 'gate_surprisal_tau': 1.0, 'gate_surprisal_sign': 1.0, 'fact_contrastive_lambda': 0.0, 'fact_contrastive_tau': 1.0, 'vault_state': False, 'vault_state_idx': 0, 'write_phase_address': True, 'head_gate': True, 'head_gate_l0_lambda': 0.001, 'head_gate_init_logalpha': 3.0, 'layer_specs': None}
Memory dynamics: decay_mode=head, write_mode=additive, n_states=3, chunk_size=256
Batch size: 2, Epochs: 10, LR: 0.0001
Token budget: 200,000,000

Loading pretrain_mix (seq_len=1024)...
Streaming pretrain blend: sources=['dclm', 'fineweb'] weights=[70.0, 30.0] edu>=3 budget=200000000 vocab=50257 holdout_pct=5 exclude_holdout=True mix_seed=42 warmup=300,000,000 skips={'dclm': 0, 'fineweb': 0}
Building pretrain holdout val (~5% hash bucket, edu>=3, target>=500,000 tokens)...
  holdout val: 359 docs, 500,000 tokens -> .cache/v7_tokens/pretrain_holdout_v1_v50257_t500000_e3_p5.pt
Loading WikiText-103 validation...
Val chunks: 242
Adjusting vocab_size: 50261 -> 50257 (tokenizer)
Val: in-distro holdout (244 batches), WikiText secondary (121 batches)
Train batches: streaming, Val batches: 244

Model parameters: {'embedding (tied)': 38597376, 'blocks': 23388692, 'norms': 768, 'lm_head': 296064, 'total': 62282900}
Total: 62,282,900 (62.3M)
Param groups: 56 tensors (62,264,064) with wd, 61 tensors (18,836) without

Training on cuda
Parameters: {'embedding (tied)': 38597376, 'blocks': 23388692, 'norms': 768, 'lm_head': 296064, 'total': 62282900}
Total: 62,282,900 (62.3M)
Epochs: 1..9999, Batches/epoch: stream
Periodic checkpoint: every 5000 steps -> latest.pt


============================================================
Epoch 1/9999
============================================================
  [1] 0 loss=10.8965 ppl=53986.2 lr=1.00e-07 | 14 tok/s (avg 14) ETA n/a | GPU 1.3/1.8GB | gtok=2048
  [1] 50 loss=10.8135 ppl=49688.9 lr=5.10e-06 | 16485 tok/s (avg 703) ETA n/a | GPU 1.3/2.3GB | gtok=104448
  [1] 100 loss=10.6536 ppl=42343.3 lr=1.01e-05 | 16748 tok/s (avg 1338) ETA n/a | GPU 1.3/2.3GB | gtok=206848
  [1] 150 loss=10.2571 ppl=28483.9 lr=1.51e-05 | 16789 tok/s (avg 1924) ETA n/a | GPU 1.3/2.3GB | gtok=309248
  [1] 200 loss=9.9879 ppl=21761.9 lr=2.01e-05 | 16826 tok/s (avg 2468) ETA n/a | GPU 1.3/2.3GB | gtok=411648
  [1] 250 loss=9.6046 ppl=14833.4 lr=2.51e-05 | 16971 tok/s (avg 2974) ETA n/a | GPU 1.3/2.3GB | gtok=514048
  [1] 300 loss=8.9506 ppl=7712.8 lr=3.01e-05 | 16734 tok/s (avg 3444) ETA n/a | GPU 1.3/2.3GB | gtok=616448
  [1] 350 loss=8.7637 ppl=6398.0 lr=3.51e-05 | 16786 tok/s (avg 3884) ETA n/a | GPU 1.3/2.3GB | gtok=718848
  [1] 400 loss=8.0741 ppl=3210.1 lr=4.01e-05 | 16732 tok/s (avg 4296) ETA n/a | GPU 1.3/2.3GB | gtok=821248
  [1] 450 loss=7.6559 ppl=2113.2 lr=4.51e-05 | 16815 tok/s (avg 4682) ETA n/a | GPU 1.3/2.3GB | gtok=923648
  [1] 500 loss=7.4045 ppl=1643.4 lr=5.01e-05 | 16738 tok/s (avg 5045) ETA n/a | GPU 1.3/2.3GB | gtok=1026048
  [1] 550 loss=7.1959 ppl=1333.9 lr=5.51e-05 | 16634 tok/s (avg 5385) ETA n/a | GPU 1.3/2.3GB | gtok=1128448
  [1] 600 loss=7.3009 ppl=1481.7 lr=6.01e-05 | 16735 tok/s (avg 5707) ETA n/a | GPU 1.3/2.3GB | gtok=1230848
  [1] 650 loss=6.6738 ppl=791.4 lr=6.51e-05 | 16597 tok/s (avg 6010) ETA n/a | GPU 1.3/2.3GB | gtok=1333248
  [1] 700 loss=7.1946 ppl=1332.2 lr=7.01e-05 | 16878 tok/s (avg 6299) ETA n/a | GPU 1.3/2.3GB | gtok=1435648
  [1] 750 loss=6.8790 ppl=971.6 lr=7.51e-05 | 16575 tok/s (avg 6570) ETA n/a | GPU 1.3/2.3GB | gtok=1538048
  [1] 800 loss=6.7060 ppl=817.3 lr=8.01e-05 | 16653 tok/s (avg 6829) ETA n/a | GPU 1.3/2.3GB | gtok=1640448
  [1] 850 loss=6.7666 ppl=868.3 lr=8.51e-05 | 16581 tok/s (avg 7073) ETA n/a | GPU 1.3/2.3GB | gtok=1742848
  [1] 900 loss=6.7632 ppl=865.4 lr=9.01e-05 | 16831 tok/s (avg 7308) ETA n/a | GPU 1.3/2.3GB | gtok=1845248
  [1] 950 loss=6.6608 ppl=781.2 lr=9.51e-05 | 16745 tok/s (avg 7531) ETA n/a | GPU 1.3/2.3GB | gtok=1947648
  [1] 1000 loss=6.6883 ppl=803.0 lr=1.00e-04 | 16642 tok/s (avg 7743) ETA n/a | GPU 1.3/2.3GB | gtok=2050048
  [1] 1050 loss=6.8327 ppl=927.7 lr=1.00e-04 | 16832 tok/s (avg 7947) ETA n/a | GPU 1.3/2.3GB | gtok=2152448
  [1] 1100 loss=6.5871 ppl=725.7 lr=1.00e-04 | 16737 tok/s (avg 8141) ETA n/a | GPU 1.3/2.3GB | gtok=2254848
