+ .venv/bin/python -m v12.train --preset v12_grammar_dyn --stage pretrain --dataset pretrain_mix --pretrain_sources fineweb,smoltalk2_mid --pretrain_weights 50,50 --substrate grammar@>=1.0,fact_retrieval@1.0 --registry v12_registry --grow_layers reasoning:4 --layer_head_budget 16 --head_gate --write_phase_address --freeze_layers base --attach_mode sequential --stage_loss ce --gen_every 5000 --gen_prompt Question: If a train travels 60 km in 2 hours, its speed is --batch_size 8 --seq_len 1024 --lr 1e-4 --weight_decay 0.01 --token_budget 300000000 --checkpoint_dir checkpoints_v12_curriculum/reasoning --save_every_steps 1000
[Discord] Webhook configured -- notifications enabled
Token indices sequence length is longer than the specified maximum sequence length for this model (3479 > 1024). Running this sequence through the model will result in indexing errors
Wall clock start: 2026-07-22 12:03:46
============================================================
  V12: PAM with new memory dynamics
  Preset: v12_grammar_dyn | Stage: pretrain | Dataset: pretrain_mix
============================================================

Stage loss: ce — Next-token cross-entropy (trainer default).

Config: {'vocab_size': 50261, 'dim': 384, 'n_heads': 16, 'head_dim': 64, 'n_layers': 4, 'expand': 3, 'dropout': 0.1, 'max_seq_len': 1024, 'use_learned_pos': False, 'use_rope': True, 'use_gsp': True, 'fused_qkv': True, 'qk_norm': False, 'tie_weights': True, 'gradient_checkpointing': True, 'activation': 'swish', 'chunk_size': 256, 'decay_mode': 'head', 'write_mode': 'additive', 'n_states': 3, 'delta_chunk': 64, 'state_dt_spread': 2.0, 'base_dt_bias': -4.0, 'gate_content_aware': True, 'protect_gate_bias': -3.0, 'routing_content_aware': False, 'state_compete': False, 'phase_init': 'zero', 'route_balance_lambda': 0.0, 'aux_loss_weight': 1.0, 'fused_e3': True, 'recompute_pam_chunks': False, 'gamma_floor': 0.0, 'gate_surprisal_lambda': 0.0, 'gate_surprisal_tau': 1.0, 'gate_surprisal_sign': 1.0, 'fact_contrastive_lambda': 0.0, 'fact_contrastive_tau': 1.0, 'vault_state': False, 'vault_state_idx': 0, 'write_phase_address': True, 'head_gate': True, 'head_gate_l0_lambda': 0.001, 'head_gate_init_logalpha': 3.0, 'layer_specs': None}
Memory dynamics: decay_mode=head, write_mode=additive, n_states=3, chunk_size=256
Batch size: 8, Epochs: 10, LR: 0.0001
Token budget: 300,000,000

Loading pretrain_mix (seq_len=1024)...
Streaming pretrain blend: sources=['fineweb', 'smoltalk2_mid'] weights=[50.0, 50.0] edu>=3 budget=300000000 vocab=50257 holdout_pct=5 exclude_holdout=True mix_seed=42 warmup=0 skips={'fineweb': 0, 'smoltalk2_mid': 0}
[cache] Pretrain holdout val from .cache/v7_tokens/pretrain_holdout_v1_v50257_t500000_e3_p5.pt (500,000 tokens)
[cache] Loaded WikiText-103 validation from .cache/v7_tokens/wikitext103_validation_v2_full_sl1024.pt (248,461 tokens)
Val chunks: 242
Adjusting vocab_size: 50261 -> 50257 (tokenizer)
Val: in-distro holdout (61 batches), WikiText secondary (31 batches)
Train batches: streaming, Val batches: 61
[substrate] grammar@1.0,fact_retrieval@1.0 -> ['grammar@1.0', 'fact_retrieval@1.0'] (8 frozen base layers)

Model parameters: {'embedding (tied)': 38597376, 'blocks': 46728092, 'norms': 768, 'lm_head': 296064, 'total': 85622300}
Total: 85,622,300 (85.6M)
[M4 grow] +4 layers [8, 9, 10, 11] on base of 8 (skills=['reasoning', 'reasoning', 'reasoning', 'reasoning'], attach_mode=sequential); total layers=12
[M4 freeze] froze blocks [0, 1, 2, 3, 4, 5, 6, 7]; trainable params=62,282,900. (requires_grad=False => excluded from optimizer, no wd drift)
Param groups: 56 tensors (62,264,064) with wd, 61 tensors (18,836) without

Training on cuda
Parameters: {'embedding (tied)': 38597376, 'blocks': 70116784, 'norms': 768, 'lm_head': 296064, 'total': 109010992}
Total: 109,010,992 (109.0M)
Epochs: 1..9999, Batches/epoch: stream
Periodic checkpoint: every 1000 steps -> latest.pt


============================================================
Epoch 1/9999
============================================================
  [1] 0 loss=4.8130 ppl=123.1 lr=1.00e-07 | 143 tok/s (avg 143) ETA n/a | GPU 4.5/7.1GB | gtok=8192
  [1] 50 loss=5.0449 ppl=155.2 lr=5.10e-06 | 4482 tok/s (avg 2814) ETA n/a | GPU 4.5/7.7GB | gtok=417792
  [1] 100 loss=4.4570 ppl=86.2 lr=1.01e-05 | 4484 tok/s (avg 3450) ETA n/a | GPU 4.5/7.7GB | gtok=827392
  [1] 150 loss=4.5094 ppl=90.9 lr=1.51e-05 | 4504 tok/s (avg 3740) ETA n/a | GPU 4.5/7.7GB | gtok=1236992
  [1] 200 loss=4.4191 ppl=83.0 lr=2.01e-05 | 4458 tok/s (avg 3896) ETA n/a | GPU 4.5/7.7GB | gtok=1646592
  [1] 250 loss=4.2195 ppl=68.0 lr=2.51e-05 | 4487 tok/s (avg 4001) ETA n/a | GPU 4.5/7.7GB | gtok=2056192
  [1] 300 loss=4.4007 ppl=81.5 lr=3.01e-05 | 4462 tok/s (avg 4071) ETA n/a | GPU 4.5/7.7GB | gtok=2465792
  [1] 350 loss=4.2408 ppl=69.5 lr=3.51e-05 | 4416 tok/s (avg 4117) ETA n/a | GPU 4.5/7.7GB | gtok=2875392
  [1] 400 loss=4.0624 ppl=58.1 lr=4.01e-05 | 4431 tok/s (avg 4153) ETA n/a | GPU 4.5/7.7GB | gtok=3284992
  [1] 450 loss=4.1566 ppl=63.9 lr=4.51e-05 | 4472 tok/s (avg 4187) ETA n/a | GPU 4.5/7.7GB | gtok=3694592
  [1] 500 loss=4.1280 ppl=62.1 lr=5.01e-05 | 4558 tok/s (avg 4221) ETA n/a | GPU 4.5/7.7GB | gtok=4104192
  [1] 550 loss=4.2853 ppl=72.6 lr=5.51e-05 | 4523 tok/s (avg 4247) ETA n/a | GPU 4.5/7.7GB | gtok=4513792
  [1] 600 loss=4.2126 ppl=67.5 lr=6.01e-05 | 4485 tok/s (avg 4265) ETA n/a | GPU 4.5/7.7GB | gtok=4923392
  [1] 650 loss=3.6395 ppl=38.1 lr=6.51e-05 | 4518 tok/s (avg 4284) ETA n/a | GPU 4.5/7.7GB | gtok=5332992
  [1] 700 loss=4.3027 ppl=73.9 lr=7.01e-05 | 4474 tok/s (avg 4297) ETA n/a | GPU 4.5/7.7GB | gtok=5742592
  [1] 750 loss=4.1853 ppl=65.7 lr=7.51e-05 | 4466 tok/s (avg 4308) ETA n/a | GPU 4.5/7.7GB | gtok=6152192
  [1] 800 loss=4.0796 ppl=59.1 lr=8.01e-05 | 4494 tok/s (avg 4319) ETA n/a | GPU 4.5/7.7GB | gtok=6561792
  [1] 850 loss=4.2055 ppl=67.1 lr=8.51e-05 | 4472 tok/s (avg 4328) ETA n/a | GPU 4.5/7.7GB | gtok=6971392
  [1] 900 loss=4.6703 ppl=106.7 lr=9.01e-05 | 4450 tok/s (avg 4334) ETA n/a | GPU 4.5/7.7GB | gtok=7380992
  [1] 950 loss=4.0378 ppl=56.7 lr=9.51e-05 | 4428 tok/s (avg 4339) ETA n/a | GPU 4.5/7.7GB | gtok=7790592
Saved checkpoint: checkpoints_v12_curriculum/reasoning/latest.pt
  [checkpoint @ step 1000, 8,192,000 tok]
  [1] 1000 loss=4.0950 ppl=60.0 lr=1.00e-04 | 4458 tok/s (avg 4345) ETA n/a | GPU 4.5/7.7GB | gtok=8200192
  [1] 1050 loss=4.1530 ppl=63.6 lr=1.00e-04 | 4497 tok/s (avg 4352) ETA n/a | GPU 4.5/7.7GB | gtok=8609792
  [1] 1100 loss=3.9542 ppl=52.2 lr=1.00e-04 | 4518 tok/s (avg 4359) ETA n/a | GPU 4.5/7.7GB | gtok=9019392
  [1] 1150 loss=4.0168 ppl=55.5 lr=1.00e-04 | 4518 tok/s (avg 4366) ETA n/a | GPU 4.5/7.7GB | gtok=9428992
  [1] 1200 loss=3.3687 ppl=29.0 lr=1.00e-04 | 4446 tok/s (avg 4369) ETA n/a | GPU 4.5/7.7GB | gtok=9838592
  [1] 1250 loss=4.0588 ppl=57.9 lr=1.00e-04 | 4443 tok/s (avg 4372) ETA n/a | GPU 4.5/7.7GB | gtok=10248192
