[2026-03-28 08:17:08] Wall clock start: 2026-03-28 08:17:08
[2026-03-28 08:17:08] ============================================================
[2026-03-28 08:17:08]   V7: Phase-Associative Memory Language Model
[2026-03-28 08:17:08]   Preset: medium_h16_flat | Dataset: wikitext103
[2026-03-28 08:17:08] ============================================================
[2026-03-28 08:17:08] Seed: 42

[2026-03-28 08:17:08] Config: {'vocab_size': 50257, 'dim': 384, 'n_heads': 6, 'head_dim': 64, 'n_layers': 16, 'expand': 3, 'dropout': 0.1, 'max_seq_len': 2048, 'use_rope': True, 'use_gsp': True, 'fused_qkv': True, 'qk_norm': False, 'tie_weights': True, 'hierarchical_dt': False, 'dt_bias_schedule': None, 'cross_level': False, 'gradient_checkpointing': False, 'activation': 'swish'}
[2026-03-28 08:17:08] Training: lr=0.0001, warmup=1000, wd=0.01, grad_clip=1.0
[2026-03-28 08:17:08] Batch size: 3, Epochs: 10
[2026-03-28 08:17:08] AMP: auto, Compile: True

[2026-03-28 08:17:08] Loading wikitext103 (seq_len=2048)...
[2026-03-28 08:17:10] [cache] Loaded WikiText-103 train from .cache/v7_tokens/wikitext103_train_v2_full_sl2048.pt (118,496,145 tokens)
[2026-03-28 08:17:10] [cache] Loaded WikiText-103 validation from .cache/v7_tokens/wikitext103_validation_v2_full_sl2048.pt (248,461 tokens)
[2026-03-28 08:17:10] Train chunks: 57831, Val chunks: 121
[2026-03-28 08:17:10] Train batches: 19277, Val batches: 41

[2026-03-28 08:17:11] Model parameters: {'embedding (tied)': 38597376, 'blocks': 61501760, 'norms': 768, 'lm_head': 296064, 'total': 100395968}
[2026-03-28 08:17:11] Total: 100,395,968 (100.4M)
[2026-03-28 08:17:11] Param groups: 196 tensors (100,344,576) with wd, 149 tensors (51,392) without
[2026-03-28 08:17:11] Compiling model (mode=default)...

[2026-03-28 08:17:13] Training on cuda
[2026-03-28 08:17:13] Parameters: {'embedding (tied)': 38597376, 'blocks': 61501760, 'norms': 768, 'lm_head': 296064, 'total': 100395968}
[2026-03-28 08:17:13] Total: 100,395,968 (100.4M)
[2026-03-28 08:17:13] Epochs: 1..10, Batches/epoch: 19277


[2026-03-28 08:17:13] ============================================================
[2026-03-28 08:17:13] Epoch 1/10
[2026-03-28 08:17:13] ============================================================
[2026-03-28 08:18:14]   [1] 0/19277 (0%) loss=10.8979 ppl=54063.2 lr=1.00e-07 | 101 tok/s (avg 101) ETA 0m00s | GPU 1.9/19.3GB | gtok=6144
[2026-03-28 08:18:27]   [1] 50/19277 (0%) loss=10.7418 ppl=46247.9 lr=5.10e-06 | 23301 tok/s (avg 4243) ETA 463m57s | GPU 1.9/20.1GB | gtok=313344
[2026-03-28 08:18:40]   [1] 100/19277 (1%) loss=10.2341 ppl=27835.2 lr=1.01e-05 | 23298 tok/s (avg 7130) ETA 275m23s | GPU 1.9/20.1GB | gtok=620544
[2026-03-28 08:18:53]   [1] 150/19277 (1%) loss=9.8069 ppl=18158.1 lr=1.51e-05 | 23287 tok/s (avg 9257) ETA 211m34s | GPU 1.9/20.1GB | gtok=927744
[2026-03-28 08:19:06]   [1] 200/19277 (1%) loss=9.3991 ppl=12077.9 lr=2.01e-05 | 23284 tok/s (avg 10889) ETA 179m23s | GPU 1.9/20.1GB | gtok=1234944
[2026-03-28 08:19:19]   [1] 250/19277 (1%) loss=8.8305 ppl=6839.7 lr=2.51e-05 | 23287 tok/s (avg 12180) ETA 159m56s | GPU 1.9/20.1GB | gtok=1542144
[2026-03-28 08:19:33]   [1] 300/19277 (2%) loss=8.1054 ppl=3312.2 lr=3.01e-05 | 23290 tok/s (avg 13229) ETA 146m53s | GPU 1.9/20.1GB | gtok=1849344
[2026-03-28 08:19:46]   [1] 350/19277 (2%) loss=7.5609 ppl=1921.5 lr=3.51e-05 | 23292 tok/s (avg 14096) ETA 137m29s | GPU 1.9/20.1GB | gtok=2156544
[2026-03-28 08:19:59]   [1] 400/19277 (2%) loss=7.3015 ppl=1482.5 lr=4.01e-05 | 23286 tok/s (avg 14826) ETA 130m22s | GPU 1.9/20.1GB | gtok=2463744
[2026-03-28 08:20:12]   [1] 450/19277 (2%) loss=7.0486 ppl=1151.2 lr=4.51e-05 | 23282 tok/s (avg 15448) ETA 124m47s | GPU 1.9/20.1GB | gtok=2770944
[2026-03-28 08:20:25]   [1] 500/19277 (3%) loss=6.8510 ppl=944.8 lr=5.01e-05 | 23283 tok/s (avg 15985) ETA 120m16s | GPU 1.9/20.1GB | gtok=3078144
[2026-03-28 08:20:39]   [1] 550/19277 (3%) loss=6.6022 ppl=736.7 lr=5.51e-05 | 23284 tok/s (avg 16453) ETA 116m32s | GPU 1.9/20.1GB | gtok=3385344
[2026-03-28 08:20:52]   [1] 600/19277 (3%) loss=6.6837 ppl=799.3 lr=6.01e-05 | 23282 tok/s (avg 16864) ETA 113m24s | GPU 1.9/20.1GB | gtok=3692544
